job_id,job_title,seniority,industry,must_have_skills,nice_to_have_skills,description,responsibilities,requirements
J_002352,Sales Representative,Junior,Logistics,"[Lead Generation, CRM, Outbound Outreach, Account Management]",[Negotiation],We are hiring a Sales Representative to support teams in Logistics.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002353,Project Manager,Senior,Healthcare,"[Cross-functional Coordination, Project Planning, Stakeholder Communication]",[KPIs],We are hiring a Project Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002354,Project Manager,Junior,EdTech,"[Risk Management, Jira, Asana, Process Improvement, Timeline Management]",[Reporting],We are hiring a Project Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002355,Junior Accountant,Senior,SaaS,"[Valuation, Cash Flow, Financial Modeling, Variance Analysis, Forecasting]",[Budgeting],We are hiring a Junior Accountant to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002356,Marketing Manager,Mid,FinTech,"[Meta Ads, Google Ads, Conversion Optimization, Landing Pages, Email Marketing]",[Marketing Analytics],We are hiring a Marketing Manager to support teams in FinTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002357,Sales Representative,Mid,SaaS,"[Outbound Outreach, Forecasting, Closing, Discovery Calls]",[Negotiation],We are hiring a Sales Representative to support teams in SaaS.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002358,Business Development Manager,Senior,Healthcare,"[Lead Generation, Outbound Outreach, Pipeline Management, CRM, Negotiation]",[Account Management],We are hiring a Business Development Manager to support teams in Healthcare.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002359,Customer Support Specialist,Senior,E-commerce,"[Zendesk, Troubleshooting, Communication, Customer Satisfaction]",[SLA],We are hiring a Customer Support Specialist to support teams in E-commerce.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002360,Customer Success Associate,Senior,EdTech,"[Troubleshooting, Communication, Customer Satisfaction, Intercom]",[SLA],We are hiring a Customer Success Associate to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002361,Account Executive,Senior,Cybersecurity,"[Lead Generation, Account Management, Forecasting, Negotiation, CRM]",[Closing],We are hiring a Account Executive to support teams in Cybersecurity.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002362,Technical Product Manager,Junior,EdTech,"[Prioritization, Scrum, User Research, Product Strategy, Roadmap]",[Agile],We are hiring a Technical Product Manager to support teams in EdTech.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002363,Project Manager,Mid,Gaming,"[Timeline Management, Project Planning, Jira]",[Reporting],We are hiring a Project Manager to support teams in Gaming.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002364,FP&A Analyst,Senior,Retail,"[Excel, Financial Modeling, Valuation, Forecasting]",[Accounting],We are hiring a FP&A Analyst to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002365,Technical Support Specialist,Senior,Retail,"[Intercom, Troubleshooting, Zendesk]",[Documentation],We are hiring a Technical Support Specialist to support teams in Retail.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
J_002366,Business Development Manager,Mid,Travel,"[Forecasting, Account Management, Pipeline Management, CRM]",[Negotiation],We are hiring a Business Development Manager to support teams in Travel.,"[Deliver high-quality work aligned with goals and timelines, Collaborate with stakeholders and communicate progress clearly, Improve processes and contribute to measurable outcomes]","[Relevant experience and ability to learn quickly, Strong communication and ownership mindset, 'Comfort working with tools, data, and cross-functional teams']"
